Plate,Well,tags,area_myosin_total,area_nuc_pos_myosin,area_nuclei_total,avg_nuclei_area,avg_nuclei_per_surface_myosin,big_nuclei,estimated_nuclei_in_big,fusion_area_myosin,fusion_index_myosin,length_myosin,length_myosin_per_nuclei,nb_compos_skeleton_myosin,nuclei_myosin_in_big,nuclei_myosin_positive,nuclei_myosin_without_big,nuclei_total,nuclei_without_big,percentage_nuc_pos_myosin,width_myosin,CPD_ID,Concentration,BATCH_ID,Deselected_fusion_area_myosin,Deselected_fusion_index_myosin,Status_fusion_area_myosin,Status_fusion_index_myosin,Bound_min_plateau1_fusion_area_myosin,Bound_max_plateau1_fusion_area_myosin,Bound_min_plateau2_fusion_area_myosin,Bound_max_plateau2_fusion_area_myosin,Bound_min_dip_fusion_area_myosin,Bound_max_dip_fusion_area_myosin,Bound_min_ec50_1_fusion_area_myosin,Bound_max_ec50_1_fusion_area_myosin,Bound_min_ec50_2_fusion_area_myosin,Bound_max_ec50_2_fusion_area_myosin,Bound_min_slope1_fusion_area_myosin,Bound_max_slope1_fusion_area_myosin,Bound_min_slope2_fusion_area_myosin,Bound_max_slope2_fusion_area_myosin,Bound_min_plateau1_fusion_index_myosin,Bound_max_plateau1_fusion_index_myosin,Bound_min_plateau2_fusion_index_myosin,Bound_max_plateau2_fusion_index_myosin,Bound_min_dip_fusion_index_myosin,Bound_max_dip_fusion_index_myosin,Bound_min_ec50_1_fusion_index_myosin,Bound_max_ec50_1_fusion_index_myosin,Bound_min_ec50_2_fusion_index_myosin,Bound_max_ec50_2_fusion_index_myosin,Bound_min_slope1_fusion_index_myosin,Bound_max_slope1_fusion_index_myosin,Bound_min_slope2_fusion_index_myosin,Bound_max_slope2_fusion_index_myosin,Fixed_Top_fusion_area_myosin,Fixed_Top_fusion_index_myosin,Data_Modified_fusion_area_myosin,Data_Modified_fusion_index_myosin
DM1-SC-D01,E21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,888051,165763,509768,108.958,0.295971,24,125,0.321943,0.295971,78708,230.134,102,110,1394,1284,4656,4531,29.6736,45.0202,1-Naphthyl PP1,1.00E-05,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D02,G20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,866644,171065,511287,111.35,0.298327,15,85,0.334448,0.298327,78207,229.383,106,85,1370,1285,4582,4497,29.8972,44.3665,1-Naphthyl PP1,3.00E-06,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D02,M20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,792085,160795,492844,108.568,0.292668,14,99,0.325493,0.292668,71972,218.279,137,99,1332,1233,4537,4438,29.3047,44.01,1-Naphthyl PP1,3.00E-06,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D02,E21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,811682,172342,533824,113.016,0.283109,27,136,0.320848,0.283109,74655,223.782,137,121,1343,1222,4704,4568,28.3936,43.4522,1-Naphthyl PP1,3.00E-06,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D03,G20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,920896,178322,534807,119.813,0.293491,40,213,0.332743,0.293491,76599,234.006,106,199,1310,1111,4434,4221,29.4689,48.2529,1-Naphthyl PP1,1.00E-06,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D03,M20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,892304,177317,517219,116.028,0.297675,27,155,0.343334,0.297675,74942,224.666,110,149,1331,1182,4445,4290,29.8502,48.0844,1-Naphthyl PP1,1.00E-06,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D03,E21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,854247,180475,544662,113.342,0.291527,22,111,0.329437,0.291527,74597,213.888,128,108,1404,1296,4780,4669,29.2411,45.625,1-Naphthyl PP1,1.00E-06,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D04,G20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,625005,111486,479232,108.78,0.197538,6,30,0.230716,0.197538,51350,235.712,96,30,876,846,4402,4372,19.7701,48.7062,1-Naphthyl PP1,3.33E-07,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D04,M20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,563135,90351,388086,108.116,0.196083,10,56,0.224877,0.196083,47994,272.017,72,31,718,687,3562,3506,19.64,46.5085,1-Naphthyl PP1,3.33E-07,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D04,E21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,529916,95807,488825,112.728,0.163771,24,119,0.188791,0.163771,47692,264.204,107,78,734,656,4305,4186,16.4355,44.116,1-Naphthyl PP1,3.33E-07,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D05,G20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,545933,114021,618401,129.231,0.157388,24,103,0.18151,0.157388,52164,275.653,84,64,763,699,4770,4667,15.7763,41.7322,1-Naphthyl PP1,1.00E-07,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D05,M20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,501038,100295,576745,126.312,0.155294,16,70,0.174259,0.155294,48783,275.38,92,60,707,647,4553,4483,15.5538,41.3672,1-Naphthyl PP1,1.00E-07,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D05,E21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,560601,111009,606887,125.997,0.157922,15,69,0.179542,0.157922,53635,283.782,103,59,773,714,4806,4737,15.8133,41.4502,1-Naphthyl PP1,1.00E-07,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D06,G20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,564331,113310,561977,125.858,0.171357,19,82,0.200574,0.171357,55063,286.878,108,61,769,708,4455,4373,17.1766,40.9652,1-Naphthyl PP1,3.33E-08,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D06,M20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,430408,85180,514579,120.163,0.140804,20,94,0.162307,0.140804,41502,282.135,95,71,611,540,4269,4175,14.1176,40.9729,1-Naphthyl PP1,3.33E-08,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D06,E21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,445394,89735,571878,126.385,0.133201,17,86,0.156979,0.133201,46415,310.059,115,38,602,564,4519,4433,13.3412,38.2792,1-Naphthyl PP1,3.33E-08,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D07,G20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,460248,90378,562819,121.642,0.137264,18,86,0.158383,0.137264,42597,270.735,99,59,641,582,4621,4535,13.75,43.2776,1-Naphthyl PP1,1.67E-08,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D07,M20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,401319,73205,529927,122.284,0.114231,4,16,0.137656,0.114231,40099,327.902,102,12,496,484,4333,4317,11.426,39.7882,1-Naphthyl PP1,1.67E-08,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D07,E21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,569309,109508,565634,121.451,0.167036,8,37,0.192661,0.167036,53212,275.503,80,31,780,749,4647,4610,16.7165,42.8859,1-Naphthyl PP1,1.67E-08,S2642-01,False,False,=,=,-4.549272,4.549272,-4.549272,4.549272,-4.549272,4.549272,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.69633013218847,1.69633013218847,-1.69633013218847,1.69633013218847,-4.08996,4.08996,-4.08996,4.08996,-4.08996,4.08996,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-1.57242368066115,1.57242368066115,-1.57242368066115,1.57242368066115,Not Fixed,Not Fixed,False,False
DM1-SC-D01,H20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,670230,127458,622207,131.993,0.171875,29,129,0.2028,0.171875,59320,290.992,90,104,819,715,4690,4561,17.2455,45.2111,IRAK inhibitor 6,1.00E-05,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D01,N20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,274293,46729,545457,119.386,0.0646813,9,38,0.0827856,0.0646813,21246,289.723,47,17,306,289,4552,4514,6.47449,52.4524,IRAK inhibitor 6,1.00E-05,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D01,F21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,249904,44005,546029,119.965,0.0656592,19,111,0.0804169,0.0656592,20110,271.089,60,57,297,240,4536,4425,6.57949,49.6401,IRAK inhibitor 6,1.00E-05,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D02,H20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,673147,136385,618985,129.693,0.189843,37,181,0.217025,0.189843,60336,268.097,96,148,916,768,4745,4564,19.0587,44.4639,IRAK inhibitor 6,3.00E-06,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D02,N20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,573231,107799,647925,130.666,0.138736,49,232,0.165672,0.138736,46651,282.366,59,145,691,546,4938,4706,13.9464,48.7641,IRAK inhibitor 6,3.00E-06,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D02,F21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,523816,97138,643920,132.946,0.128047,49,227,0.149182,0.128047,48488,319.478,91,109,627,518,4812,4585,12.8726,43.0041,IRAK inhibitor 6,3.00E-06,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D03,H20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,514249,104468,588187,128.605,0.145227,19,88,0.178128,0.145227,47444,286.82,96,51,662,611,4564,4476,14.5527,43.3657,IRAK inhibitor 6,1.00E-06,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D03,N20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,496208,94978,584958,132.773,0.133535,27,120,0.162727,0.133535,44540,313.994,86,67,584,517,4388,4268,13.4005,44.2972,IRAK inhibitor 6,1.00E-06,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D03,F21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,415891,74363,618669,133.749,0.0949525,29,117,0.122511,0.0949525,40421,377.062,105,58,432,374,4596,4479,9.52937,41.2375,IRAK inhibitor 6,1.00E-06,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D04,H20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,406622,67329,585628,123.792,0.0903119,18,80,0.112469,0.0903119,32988,325.226,74,24,434,410,4718,4638,9.04516,48.9155,IRAK inhibitor 6,3.33E-07,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D04,N20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,263304,45955,365989,112.842,0.0991839,6,27,0.120212,0.0991839,23333,313.882,68,23,323,300,3220,3193,9.9327,44.9607,IRAK inhibitor 6,3.33E-07,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D04,F21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,156773,32225,516539,118.017,0.0435035,25,114,0.055672,0.0435035,13645,271.002,47,52,206,154,4299,4185,4.36399,34.1584,IRAK inhibitor 6,3.33E-07,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D05,H20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,574045,125639,634011,132.892,0.178939,28,129,0.197294,0.178939,54685,258.068,109,106,856,750,4753,4624,17.9397,41.9174,IRAK inhibitor 6,1.00E-07,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D05,N20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,543625,105182,578553,127.877,0.159969,20,90,0.181971,0.159969,51077,283.944,98,72,721,649,4514,4424,16.031,42.5618,IRAK inhibitor 6,1.00E-07,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D05,F21,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,743271,146403,632008,129.972,0.209132,22,95,0.230659,0.209132,65842,260.868,93,71,1021,950,4853,4758,20.9525,44.8805,IRAK inhibitor 6,1.00E-07,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
DM1-SC-D06,H20,DM1;NormalizeByDMSO#0.1%;ScreenedCpds,303093,67185,541544,126.818,0.0947345,20,112,0.118319,0.0947345,30598,301.502,80,56,418,362,4242,4130,9.48867,39.2921,IRAK inhibitor 6,3.33E-08,S2039-01,False,False,=,=,-2.4219195,2.4219195,-2.4219195,2.4219195,-2.4219195,2.4219195,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.99064431102268,0.99064431102268,-0.99064431102268,0.99064431102268,-2.195886,2.195886,-2.195886,2.195886,-2.195886,2.195886,-12.7772835288524,-3.1943208822131,-12.7772835288524,-3.1943208822131,-0.932853754248605,0.932853754248605,-0.932853754248605,0.932853754248605,Not Fixed,Not Fixed,False,False
